address_new,quarters_count,geometry
"Тарусская улица 22 корп 1, Москва, Россия, 117588",252,POINT (37.52777 55.60071)
"Тарусская улица 22 корп 2, Москва, Россия, 117588",260,POINT (37.52728 55.59997)
"Тарусская улица 22 корп 3, Москва, Россия, 117588",221,POINT (37.52687 55.59926)
"Тарутинская улица 1, Москва, Россия, 121108",255,POINT (37.47111 55.73216)
"Тарутинская улица 4 корп 1, Москва, Россия, 121108",115,POINT (37.47199 55.73278)
"Тарутинская улица 4 корп 2, Москва, Россия, 121108",112,POINT (37.47175 55.73319)
"Тарутинская улица 8, Москва, Россия, 121108",72,POINT (37.47162 55.73375)
"Тарутинская улица 8, Москва, Россия, 121108",72,POINT (37.47162 55.73375)
"Тарханская улица 1, Москва, Россия, 109156",141,POINT (37.85853 55.6854)
"Тарханская улица 3 корп 1, Москва, Россия, 109156",155,POINT (37.86029 55.6851)
"Тарханская улица 3 корп 2, Москва, Россия, 109156",155,POINT (37.86054 55.68594)
"Тарханская улица 4 корп 1, Москва, Россия, 109156",161,POINT (37.85998 55.68447)
"Тарханская улица 4 корп 2, Москва, Россия, 109156",161,POINT (37.85938 55.6837)
"Тарханская улица 5, Москва, Россия, 109156",109,POINT (37.86188 55.6849)
"Тарханская улица 6, Москва, Россия, 109156",109,POINT (37.86144 55.68412)
"Татарская улица 1/7, Москва, Россия, 115054",78,POINT (37.63758 55.73557)
"Татарская улица 3 стр 1, Москва, Россия, 115054",31,POINT (37.63803 55.73488)
"Татарская улица 5 стр 1, Москва, Россия, 115054",41,POINT (37.63841 55.73443)
"Татарская улица 5 стр 2, Москва, Россия, 115054",37,POINT (37.6389 55.73455)
"Татарская улица 7 стр 1, Москва, Россия, 115054",99,POINT (37.63883 55.7337)
"Татарская улица 14, Москва, Россия, 115054",122,POINT (37.63782 55.73373)
"Татарская улица 18, Москва, Россия, 115054",21,POINT (37.63839 55.73317)
"Большая Татарская улица 3, Москва, Россия, 115184",26,POINT (37.63187 55.74303)
"Большая Татарская улица 7, Москва, Россия, 115184",219,POINT (37.635 55.74124)
"Большая Татарская улица 20 стр 2, Москва, Россия, 115184",8,POINT (37.63263 55.74018)
"Большая Татарская улица 24, Москва, Россия, 115184",24,POINT (37.63284 55.73988)
"Большая Татарская улица 25-27 стр 1, Москва, Россия, 115184",36,POINT (37.63474 55.7392)
"Большая Татарская улица 26, Москва, Россия, 115184",60,POINT (37.63334 55.73933)
"Большая Татарская улица 30, Москва, Россия, 115184",58,POINT (37.63378 55.73869)
"Большая Татарская улица 32, Москва, Россия, 115184",37,POINT (37.63306 55.73837)
"Большая Татарская улица 36, Москва, Россия, 115184",51,POINT (37.63429 55.73804)
"Большая Татарская улица 44, Москва, Россия, 115184",34,POINT (37.63536 55.73678)
"Большой Татарский переулок 3, Москва, Россия, 115054",20,POINT (37.63854 55.73629)
"Большой Татарский переулок 4 стр 1, Москва, Россия, 115054",134,POINT (37.63795 55.73647)
"Малый Татарский переулок 5, Москва, Россия, 115184",6,POINT (37.63308 55.7378)
"улица Татищева 3, Москва, Россия, 115162",72,POINT (37.61588 55.71565)
"улица Татищева 5, Москва, Россия, 115191",72,POINT (37.61597 55.71496)
"улица Татищева 13, Москва, Россия, 115191",110,POINT (37.61595 55.71433)
"улица Татищева 15, Москва, Россия, 115191",80,POINT (37.61587 55.71369)
"улица Татищева 17, Москва, Россия, 115191",76,POINT (37.61586 55.71287)
"улица Татьяны Макаровой 3, Москва, Россия, 111675",522,POINT (37.88506 55.71194)
"улица Татьяны Макаровой 4, Москва, Россия, 111675",356,POINT (37.88895 55.71019)
"улица Татьяны Макаровой 6, Москва, Россия, 111675",272,POINT (37.88635 55.71166)
"улица Татьяны Макаровой 8, Москва, Россия, 111675",311,POINT (37.88812 55.71168)
"улица Татьяны Макаровой 10, Москва, Россия, 111675",356,POINT (37.89017 55.7113)
"Ташкентская улица 3 корп 1, Москва, Россия, 109444",84,POINT (37.81956 55.70989)
"Ташкентская улица 4 корп 1, Москва, Россия, 109444",393,POINT (37.81797 55.70991)
"Ташкентская улица 4 корп 2, Москва, Россия, 109444",144,POINT (37.81647 55.71032)
"Ташкентская улица 5, Москва, Россия, 109444",84,POINT (37.81947 55.7094)
"Ташкентская улица 7, Москва, Россия, 109444",83,POINT (37.81938 55.70904)
"Ташкентская улица 8, Москва, Россия, 109444",114,POINT (37.81708 55.70825)
"Ташкентская улица 9, Москва, Россия, 109444",268,POINT (37.81937 55.7084)
"Ташкентская улица 10 корп 1, Москва, Россия, 109444",361,POINT (37.81689 55.70715)
"Ташкентская улица 10 корп 2, Москва, Россия, 109444",144,POINT (37.81535 55.70819)
"Ташкентская улица 10 корп 3, Москва, Россия, 109444",36,POINT (37.81569 55.7076)
"Ташкентская улица 12/20, Москва, Россия, 109444",192,POINT (37.81632 55.70473)
"Ташкентская улица 14 корп 1, Москва, Россия, 109444",99,POINT (37.8152 55.70373)
"Ташкентская улица 14 корп 2, Москва, Россия, 109444",100,POINT (37.81475 55.70474)
"Ташкентская улица 14 корп 3, Москва, Россия, 109444",100,POINT (37.81392 55.70479)
"Ташкентская улица 14 корп 4, Москва, Россия, 109444",100,POINT (37.81305 55.70467)
"Ташкентская улица 14 корп 5, Москва, Россия, 109444",80,POINT (37.81373 55.70551)
"Ташкентская улица 15/22, Москва, Россия, 109444",328,POINT (37.8179 55.70398)
"Ташкентская улица 16 корп 1, Москва, Россия, 109444",212,POINT (37.81401 55.70358)
"Ташкентская улица 16 корп 2, Москва, Россия, 109444",120,POINT (37.8131 55.70398)
"Ташкентская улица 16 корп 3, Москва, Россия, 109444",85,POINT (37.81196 55.7043)
"Ташкентская улица 17 корп 1, Москва, Россия, 109444",99,POINT (37.81618 55.70307)
"Ташкентская улица 17 корп 2, Москва, Россия, 109444",98,POINT (37.81619 55.70278)
"Ташкентская улица 17 корп 3, Москва, Россия, 109444",106,POINT (37.81645 55.70243)
"Ташкентская улица 18 корп 1, Москва, Россия, 109444",195,POINT (37.813 55.70232)
"Ташкентская улица 18 корп 2, Москва, Россия, 109444",199,POINT (37.81204 55.70323)
"Ташкентская улица 19, Москва, Россия, 109444",328,POINT (37.81441 55.70211)
"Ташкентская улица 19 корп 2, Москва, Россия, 109444",125,POINT (37.81526 55.70177)
"Ташкентская улица 20, Москва, Россия, 109444",98,POINT (37.81162 55.70182)
"Ташкентская улица 22 корп 1, Москва, Россия, 109472",212,POINT (37.81051 55.70169)
"Ташкентская улица 22 корп 2, Москва, Россия, 109472",60,POINT (37.80955 55.7021)
"Ташкентская улица 22 корп 3, Москва, Россия, 109444",1,POINT (37.80869 55.70239)
"Ташкентская улица 23 корп 1, Москва, Россия, 109444",99,POINT (37.81272 55.70118)
"Ташкентская улица 23 корп 2, Москва, Россия, 109444",98,POINT (37.81272 55.70088)
"Ташкентская улица 23 корп 4, Москва, Россия, 109444",96,POINT (37.8124 55.70022)
"Ташкентская улица 24 корп 1, Москва, Россия, 109472",195,POINT (37.80952 55.70044)
"Ташкентская улица 24 корп 2, Москва, Россия, 109472",199,POINT (37.80855 55.70137)
"Ташкентская улица 25 корп 1, Москва, Россия, 109472",329,POINT (37.81089 55.70022)
"Ташкентская улица 25 корп 3, Москва, Россия, 109472",128,POINT (37.81145 55.69968)
"Ташкентская улица 26, Москва, Россия, 109472",99,POINT (37.8081 55.69993)
"Ташкентская улица 27 корп 1, Москва, Россия, 109472",99,POINT (37.80918 55.69928)
"Ташкентская улица 27 корп 2, Москва, Россия, 109472",99,POINT (37.80918 55.69898)
"Ташкентская улица 27 корп 3, Москва, Россия, 109472",107,POINT (37.80936 55.69866)
"Ташкентская улица 29/179, Москва, Россия, 109472",284,POINT (37.80767 55.69825)
"Ташкентская улица 31, Москва, Россия, 109472",141,POINT (37.8049 55.69583)
"Ташкентская улица 33 корп 1, Москва, Россия, 109472",108,POINT (37.8041 55.69533)
"Ташкентская улица 34 корп 3, Москва, Россия, 109472",104,POINT (37.80064 55.69635)
"Ташкентская улица 34 корп 4, Москва, Россия, 109472",198,POINT (37.79909 55.69683)
"Ташкентская улица 34 корп 5, Москва, Россия, 109472",195,POINT (37.79731 55.69778)
"Ташкентская улица 35, Москва, Россия, 109472",132,POINT (37.80308 55.69484)
"Ташкентская улица 36 корп 1, Москва, Россия, 109472",80,POINT (37.80201 55.69508)
"Ташкентская улица 36 корп 2, Москва, Россия, 109472",80,POINT (37.80123 55.6953)
"Ташкентский переулок 1, Москва, Россия, 109444",216,POINT (37.81972 55.70713)
"Ташкентский переулок 3, Москва, Россия, 109444",144,POINT (37.82117 55.70659)
"Ташкентский переулок 5 корп 1, Москва, Россия, 109444",144,POINT (37.82208 55.70607)
"Ташкентский переулок 5 корп 2, Москва, Россия, 109444",2,POINT (37.82058 55.70761)
"Ташкентский переулок 5 корп 3, Москва, Россия, 109444",1,POINT (37.8225 55.70724)
"Ташкентский переулок 7 корп 1, Москва, Россия, 109444",144,POINT (37.82297 55.70553)
"Ташкентский переулок 9 корп 1, Москва, Россия, 109444",1,POINT (37.82386 55.705)
"Ташкентский переулок 9 корп 2, Москва, Россия, 109444",84,POINT (37.82491 55.70632)
"Ташкентский переулок 9 корп 3, Москва, Россия, 109444",84,POINT (37.8249 55.7066)
"Ташкентский переулок 11/14, Москва, Россия, 109444",144,POINT (37.82477 55.70445)
"улица Твардовского 1, Москва, Россия, 123458",384,POINT (37.39196 55.7984)
"улица Твардовского 2 корп 4, Москва, Россия, 123458",243,POINT (37.38967 55.79886)
"улица Твардовского 2 корп 5, Москва, Россия, 123458",246,POINT (37.38928 55.79846)
"улица Твардовского 3 корп 1, Москва, Россия, 123458",136,POINT (37.39335 55.79746)
"улица Твардовского 4 корп 1, Москва, Россия, 123458",205,POINT (37.39095 55.79798)
"улица Твардовского 4 корп 2, Москва, Россия, 123458",224,POINT (37.39108 55.79721)
"улица Твардовского 4 корп 3, Москва, Россия, 123458",107,POINT (37.39202 55.79715)
"улица Твардовского 4 корп 4, Москва, Россия, 123458",264,POINT (37.39217 55.79655)
"улица Твардовского 5 корп 1, Москва, Россия, 123458",97,POINT (37.3938 55.79529)
"улица Твардовского 5 корп 2, Москва, Россия, 123458",290,POINT (37.39384 55.79608)
"улица Твардовского 5 корп 3, Москва, Россия, 123458",97,POINT (37.39474 55.79669)
"улица Твардовского 6 корп 2, Москва, Россия, 123458",112,POINT (37.39051 55.7957)
"улица Твардовского 6 корп 3, Москва, Россия, 123458",112,POINT (37.39045 55.79522)
"улица Твардовского 6 корп 4, Москва, Россия, 123458",112,POINT (37.38965 55.79525)
"улица Твардовского 9 корп 1, Москва, Россия, 123458",386,POINT (37.39547 55.79535)
"улица Твардовского 9 корп 2, Москва, Россия, 123458",97,POINT (37.39651 55.79583)
"улица Твардовского 10 стр 2, Москва, Россия, 123458",141,POINT (37.3962 55.79333)
"улица Твардовского 12, Москва, Россия, 123458",468,POINT (37.39759 55.79406)
"улица Твардовского 12 корп 1, Москва, Россия, 123458",399,POINT (37.40038 55.79415)
"улица Твардовского 12 корп 2, Москва, Россия, 123458",744,POINT (37.39775 55.79316)
"улица Твардовского 12 корп 3, Москва, Россия, 123458",941,POINT (37.40115 55.79322)
"улица Твардовского 13 корп 2, Москва, Россия, 123458",287,POINT (37.39804 55.79616)
"улица Твардовского 14 корп 1, Москва, Россия, 123458",118,POINT (37.40398 55.7943)
"улица Твардовского 14 корп 2, Москва, Россия, 123458",1,POINT (37.40498 55.79421)
"улица Твардовского 14 корп 3, Москва, Россия, 123458",116,POINT (37.4059 55.79435)
"улица Твардовского 15, Москва, Россия, 123458",97,POINT (37.39867 55.79484)
"улица Твардовского 17 корп 1, Москва, Россия, 123458",386,POINT (37.40003 55.79523)
"улица Твардовского 18 корп 2, Москва, Россия, 123458",353,POINT (37.41064 55.79894)
"улица Твардовского 18 корп 5, Москва, Россия, 123458",266,POINT (37.41157 55.79999)
"улица Твардовского 19 корп 1, Москва, Россия, 123458",95,POINT (37.40203 55.79569)
"улица Твардовского 19 корп 2, Москва, Россия, 123458",290,POINT (37.40144 55.79641)
"улица Твардовского 19 корп 3, Москва, Россия, 123458",96,POINT (37.40166 55.79494)
"улица Твардовского 21 корп 1, Москва, Россия, 123458",97,POINT (37.40387 55.79499)
"улица Твардовского 21 корп 2, Москва, Россия, 123458",289,POINT (37.40333 55.79571)
"улица Твардовского 21 корп 3, Москва, Россия, 123458",97,POINT (37.40373 55.79646)
"улица Твардовского 23, Москва, Россия, 123458",448,POINT (37.4055 55.79543)
"улица Твардовского 25 корп 1, Москва, Россия, 123458",144,POINT (37.40752 55.79544)
"улица Твардовского 25 корп 2, Москва, Россия, 123458",96,POINT (37.40674 55.79508)
"улица Твардовского 29 корп 1, Москва, Россия, 123458",145,POINT (37.40752 55.79628)
"улица Твардовского 31 корп 1, Москва, Россия, 123458",238,POINT (37.4084 55.79809)
"улица Твардовского 31 корп 2, Москва, Россия, 123458",239,POINT (37.40887 55.79707)
"Тверская улица 4, Москва, Россия, 125009",150,POINT (37.61333 55.75844)
"Тверская улица 6 стр 1, Москва, Россия, 125009",157,POINT (37.61126 55.76043)
"Тверская улица 6 стр 3, Москва, Россия, 125009",51,POINT (37.61111 55.7612)
"Тверская улица 6 стр 5, Москва, Россия, 125009",49,POINT (37.61141 55.76099)
"Тверская улица 6 стр 6, Москва, Россия, 125009",24,POINT (37.6119 55.76058)
"Тверская улица 8 корп 1, Москва, Россия, 125009",146,POINT (37.60918 55.76239)
"Тверская улица 8 корп 2, Москва, Россия, 125009",81,POINT (37.61115 55.76265)
"Тверская улица 9, Москва, Россия, 125009",83,POINT (37.61067 55.75976)
"Тверская улица стр.5, Москва, Россия, 125009",2,POINT (37.61272 55.75805)
"Тверская улица 12 стр 1, Москва, Россия, 125009",2,POINT (37.60784 55.76345)
"Тверская улица 12 стр 2, Москва, Россия, 125009",5,POINT (37.60745 55.76378)
"Тверская улица 12 стр 6, Москва, Россия, 125009",8,POINT (37.60845 55.76344)
"Тверская улица 12 стр 7, Москва, Россия, 125009",36,POINT (37.60881 55.7639)
"Тверская улица 12 стр 8, Москва, Россия, 125009",68,POINT (37.60908 55.7641)
"Тверская улица 12 стр 9, Москва, Россия, 125009",3,POINT (37.60972 55.76354)
"Тверская улица 14, Москва, Россия, 125009",7,POINT (37.60692 55.76421)
"Тверская улица 15, Москва, Россия, 125009",171,POINT (37.60816 55.76214)
"Тверская улица 17, Москва, Россия, 125009",158,POINT (37.60654 55.76354)
"Тверская улица 19, Москва, Россия, 125009",51,POINT (37.60361 55.76535)
"Тверская улица 19А, Москва, Россия, 125009",29,POINT (37.60271 55.76585)
"Тверская улица 25/9, Москва, Россия, 125009",1,POINT (37.60028 55.76716)
"Тверская улица 25/12, Москва, Россия, 125009",90,POINT (37.59963 55.76755)
"Тверская улица 27 стр 1, Москва, Россия, 125009",43,POINT (37.5982 55.76831)
"Тверская улица 27 стр 2, Москва, Россия, 125009",69,POINT (37.59738 55.76878)
"Тверская улица 28 корп 1, Москва, Россия, 125009",57,POINT (37.59847 55.76888)
"Тверская улица 28 корп 2, Москва, Россия, 125009",97,POINT (37.59919 55.7693)
"Тверская улица 29 корп 1, Москва, Россия, 125009",11,POINT (37.59635 55.76833)
"Тверская улица 29 корп 2, Москва, Россия, 125009",30,POINT (37.59595 55.76819)
"Тверская улица 30/2 стр 1, Москва, Россия, 125009",44,POINT (37.59781 55.76981)
"1-я Тверская-Ямская улица 4, Москва, Россия, 125047",11,POINT (37.59421 55.77143)
"1-я Тверская-Ямская улица 7, Москва, Россия, 125047",114,POINT (37.59268 55.77163)
"1-я Тверская-Ямская улица 8, Москва, Россия, 125047",6,POINT (37.59351 55.77184)
"1-я Тверская-Ямская улица 9, Москва, Россия, 125047",10,POINT (37.59188 55.77213)
"1-я Тверская-Ямская улица 10, Москва, Россия, 125047",32,POINT (37.59294 55.77218)
"1-я Тверская-Ямская улица 11, Москва, Россия, 125047",135,POINT (37.59109 55.77262)
"1-я Тверская-Ямская улица 12, Москва, Россия, 125047",36,POINT (37.59248 55.77242)
"1-я Тверская-Ямская улица 13 стр 1, Москва, Россия, 125047",103,POINT (37.58976 55.77336)
"1-я Тверская-Ямская улица 13 стр 1, Москва, Россия, 125047",55,POINT (37.58976 55.77336)
"1-я Тверская-Ямская улица 15, Москва, Россия, 125047",40,POINT (37.58894 55.77386)
"1-я Тверская-Ямская улица 16/23 стр 1, Москва, Россия, 125047",1,POINT (37.5916 55.77291)
"1-я Тверская-Ямская улица 17, Москва, Россия, 125047",6,POINT (37.58855 55.7741)
"1-я Тверская-Ямская улица 18, Москва, Россия, 125047",33,POINT (37.59118 55.77316)
"1-я Тверская-Ямская улица 20/1, Москва, Россия, 125047",84,POINT (37.59054 55.77362)
"1-я Тверская-Ямская улица 24, Москва, Россия, 125047",53,POINT (37.58982 55.77401)
"1-я Тверская-Ямская улица 26, Москва, Россия, 125047",90,POINT (37.58921 55.77438)
"1-я Тверская-Ямская улица 28, Москва, Россия, 125047",117,POINT (37.58798 55.77508)
"1-я Тверская-Ямская улица 36 стр 1, Москва, Россия, 125047",80,POINT (37.58597 55.7762)
"2-я Тверская-Ямская улица 6, Москва, Россия, 125047",7,POINT (37.59634 55.77107)
"2-я Тверская-Ямская улица 20-22 стр 2, Москва, Россия, 125047",17,POINT (37.59417 55.77207)
"2-я Тверская-Ямская улица 38, Москва, Россия, 125047",40,POINT (37.59191 55.77369)
"2-я Тверская-Ямская улица 54, Москва, Россия, 125047",189,POINT (37.58875 55.77592)
"3-я Тверская-Ямская улица 5, Москва, Россия, 125047",9,POINT (37.59676 55.77125)
"3-я Тверская-Ямская улица 7, Москва, Россия, 125047",7,POINT (37.59645 55.77139)
"3-я Тверская-Ямская улица 10, Москва, Россия, 125047",31,POINT (37.59677 55.7717)
"3-я Тверская-Ямская улица 11, Москва, Россия, 125047",14,POINT (37.59617 55.7716)
"3-я Тверская-Ямская улица 12 стр 1, Москва, Россия, 125047",21,POINT (37.59646 55.77189)
"3-я Тверская-Ямская улица 12 стр 2, Москва, Россия, 125047",20,POINT (37.59723 55.77211)
"3-я Тверская-Ямская улица 12 стр 3, Москва, Россия, 125047",17,POINT (37.59776 55.77181)
"3-я Тверская-Ямская улица 13, Москва, Россия, 125047",14,POINT (37.596 55.7717)
"3-я Тверская-Ямская улица 15, Москва, Россия, 125047",11,POINT (37.59575 55.77178)
"3-я Тверская-Ямская улица 21/23, Москва, Россия, 125047",37,POINT (37.59466 55.7725)
"3-я Тверская-Ямская улица 24, Москва, Россия, 125047",7,POINT (37.59524 55.7726)
"3-я Тверская-Ямская улица 26, Москва, Россия, 125047",19,POINT (37.59501 55.77273)
"3-я Тверская-Ямская улица 29/6, Москва, Россия, 125047",14,POINT (37.59365 55.77299)
"3-я Тверская-Ямская улица 42/8, Москва, Россия, 125047",45,POINT (37.59304 55.7743)
"3-я Тверская-Ямская улица 44, Москва, Россия, 125047",23,POINT (37.59228 55.77463)
"3-я Тверская-Ямская улица 48, Москва, Россия, 125047",18,POINT (37.5914 55.77487)
"3-я Тверская-Ямская улица 52, Москва, Россия, 125047",49,POINT (37.59112 55.77532)
"3-я Тверская-Ямская улица 56/6, Москва, Россия, 125047",122,POINT (37.59076 55.77559)
"4-я Тверская-Ямская улица 2/11 стр 1, Москва, Россия, 125047",48,POINT (37.5989 55.77159)
"4-я Тверская-Ямская улица 2/11 стр 2, Москва, Россия, 125047",61,POINT (37.59839 55.7719)
"4-я Тверская-Ямская улица 4, Москва, Россия, 125047",8,POINT (37.59832 55.77228)
"4-я Тверская-Ямская улица 5, Москва, Россия, 125047",8,POINT (37.59793 55.77173)
"4-я Тверская-Ямская улица 6/12, Москва, Россия, 125047",75,POINT (37.59747 55.77244)
"4-я Тверская-Ямская улица 8/9, Москва, Россия, 125047",20,POINT (37.59686 55.77289)
"4-я Тверская-Ямская улица 12 стр 1, Москва, Россия, 125047",18,POINT (37.59632 55.7732)
"4-я Тверская-Ямская улица 12 стр 2, Москва, Россия, 125047",19,POINT (37.59675 55.77344)
13,6,POINT (37.59695 55.77227)
"4-я Тверская-Ямская улица 22, Москва, Россия, 125047",1,POINT (37.59473 55.77415)
"4-я Тверская-Ямская улица 23, Москва, Россия, 125047",25,POINT (37.59584 55.77295)
"4-я Тверская-Ямская улица 24, Москва, Россия, 125047",25,POINT (37.59441 55.77433)
"4-я Тверская-Ямская улица 25, Москва, Россия, 125047",12,POINT (37.59556 55.77302)
"4-я Тверская-Ямская улица 26/8, Москва, Россия, 125047",35,POINT (37.59403 55.77484)
"4-я Тверская-Ямская улица 27, Москва, Россия, 125047",1,POINT (37.59548 55.77315)
"Тверской бульвар 3, Москва, Россия, 123104",52,POINT (37.59821 55.75856)
"Тверской бульвар 8 стр 1, Москва, Россия, 125009",15,POINT (37.60025 55.75878)
"Тверской бульвар 9, Москва, Россия, 123104",1,POINT (37.5991 55.75955)
"Тверской бульвар 17 стр 1, Москва, Россия, 123104",1,POINT (37.60097 55.76136)
"Тверской бульвар 17 стр 4, Москва, Россия, 123104",1,POINT (37.60038 55.76175)
"Тверской бульвар 19, Москва, Россия, 123104",1,POINT (37.60121 55.76163)
"Тверской бульвар 20 стр 4, Москва, Россия, 125009",57,POINT (37.60318 55.76095)
"1-й Тверской-Ямской переулок 14, Москва, Россия, 125047",42,POINT (37.59815 55.77283)
"1-й Тверской-Ямской переулок 16, Москва, Россия, 125047",50,POINT (37.59874 55.77332)
"11-я Текстильщиков улица 2, Москва, Россия, 109129",63,POINT (37.73999 55.70595)
"11-я Текстильщиков улица 4, Москва, Россия, 109129",62,POINT (37.74095 55.7062)
"11-я Текстильщиков улица 4А, Москва, Россия, 109129",60,POINT (37.74142 55.70569)
"11-я Текстильщиков улица 7, Москва, Россия, 109129",81,POINT (37.74034 55.70677)
"11-я Текстильщиков улица 8, Москва, Россия, 109129",143,POINT (37.74179 55.70666)
"11-я Текстильщиков улица 9, Москва, Россия, 109129",133,POINT (37.74135 55.70722)
"11-я Текстильщиков улица 10, Москва, Россия, 109129",143,POINT (37.74312 55.70688)
"11-я Текстильщиков улица 11, Москва, Россия, 109129",214,POINT (37.74285 55.70779)
"11-я Текстильщиков улица 12, Москва, Россия, 109129",142,POINT (37.74426 55.7073)
"11-я Текстильщиков улица 12А, Москва, Россия, 109129",47,POINT (37.74513 55.70733)
"1-я Текстильщиков улица 3, Москва, Россия, 109390",36,POINT (37.73488 55.70152)
"1-я Текстильщиков улица 3А, Москва, Россия, 109390",38,POINT (37.73508 55.70228)
"1-я Текстильщиков улица 4, Москва, Россия, 109390",108,POINT (37.73514 55.70083)
"1-я Текстильщиков улица 8, Москва, Россия, 109390",109,POINT (37.73625 55.70091)
"1-я Текстильщиков улица 9, Москва, Россия, 109129",286,POINT (37.74055 55.7018)
"1-я Текстильщиков улица 12/9, Москва, Россия, 109390",40,POINT (37.73892 55.70132)
"7-я Текстильщиков улица 1, Москва, Россия, 109263",41,POINT (37.7473 55.69967)
"7-я Текстильщиков улица 3/1, Москва, Россия, 109263",5,POINT (37.74787 55.69881)
"7-я Текстильщиков улица 3А, Москва, Россия, 109263",41,POINT (37.74869 55.69884)
"7-я Текстильщиков улица 4, Москва, Россия, 109263",52,POINT (37.74654 55.69867)
"7-я Текстильщиков улица 5, Москва, Россия, 109263",45,POINT (37.74777 55.69785)
"7-я Текстильщиков улица 6/19, Москва, Россия, 109263",109,POINT (37.74708 55.69779)
"7-я Текстильщиков улица 7 корп 1, Москва, Россия, 109263",59,POINT (37.74933 55.6972)
"7-я Текстильщиков улица 7 корп 2, Москва, Россия, 109263",28,POINT (37.74812 55.69709)
"7-я Текстильщиков улица 7 корп 3, Москва, Россия, 109263",19,POINT (37.74827 55.69663)
"7-я Текстильщиков улица 7 корп 4, Москва, Россия, 109263",63,POINT (37.74954 55.69618)
"7-я Текстильщиков улица 9, Москва, Россия, 109263",21,POINT (37.74821 55.69617)
"7-я Текстильщиков улица 11, Москва, Россия, 109263",50,POINT (37.74854 55.69555)
"7-я Текстильщиков улица 13, Москва, Россия, 109263",22,POINT (37.74858 55.69488)
"7-я Текстильщиков улица 13А, Москва, Россия, 109263",51,POINT (37.74973 55.69506)
"7-я Текстильщиков улица 14, Москва, Россия, 109263",59,POINT (37.7476 55.69591)
"7-я Текстильщиков улица 16, Москва, Россия, 109263",46,POINT (37.74784 55.69492)
"8-я Текстильщиков улица 1, Москва, Россия, 109129",54,POINT (37.73944 55.70554)
"8-я Текстильщиков улица 1 корп 1, Москва, Россия, 109129",111,POINT (37.73848 55.70569)
"8-я Текстильщиков улица 2 корп 1, Москва, Россия, 109129",109,POINT (37.73742 55.70533)
"8-я Текстильщиков улица 2 корп 2, Москва, Россия, 109129",215,POINT (37.73807 55.70464)
"8-я Текстильщиков улица 3, Москва, Россия, 109129",49,POINT (37.73981 55.70504)
"8-я Текстильщиков улица 3А, Москва, Россия, 109129",74,POINT (37.74067 55.70541)
"8-я Текстильщиков улица 5, Москва, Россия, 109129",20,POINT (37.74069 55.70468)
"8-я Текстильщиков улица 5 корп 3, Москва, Россия, 109129",40,POINT (37.74205 55.70503)
"8-я Текстильщиков улица 5А, Москва, Россия, 109129",60,POINT (37.74212 55.70465)
"8-я Текстильщиков улица 5В, Москва, Россия, 109129",60,POINT (37.74138 55.70495)
"8-я Текстильщиков улица 7, Москва, Россия, 109129",20,POINT (37.74193 55.70422)
"8-я Текстильщиков улица 7А, Москва, Россия, 109129",45,POINT (37.74327 55.70453)
"8-я Текстильщиков улица 7Б, Москва, Россия, 109129",45,POINT (37.74394 55.70507)
"8-я Текстильщиков улица 7В, Москва, Россия, 109129",70,POINT (37.74301 55.70513)
"8-я Текстильщиков улица 9, Москва, Россия, 109129",97,POINT (37.74275 55.70392)
"8-я Текстильщиков улица 9А, Москва, Россия, 109129",20,POINT (37.74364 55.70405)
"8-я Текстильщиков улица 9Б, Москва, Россия, 109129",20,POINT (37.74487 55.70508)
"8-я Текстильщиков улица 10, Москва, Россия, 109129",103,POINT (37.7422 55.70346)
"8-я Текстильщиков улица 12, Москва, Россия, 109129",104,POINT (37.74322 55.70306)
"8-я Текстильщиков улица 12 корп 2, Москва, Россия, 109129",106,POINT (37.74431 55.70261)
"8-я Текстильщиков улица 13 корп 1, Москва, Россия, 109129",82,POINT (37.7455 55.70382)
"8-я Текстильщиков улица 13 корп 2, Москва, Россия, 109129",543,POINT (37.74486 55.70445)
"8-я Текстильщиков улица 14, Москва, Россия, 109129",195,POINT (37.74625 55.70194)
"8-я Текстильщиков улица 15, Москва, Россия, 109129",1,POINT (37.74536 55.7029)
"8-я Текстильщиков улица 16 корп 2, Москва, Россия, 109129",23,POINT (37.74535 55.70162)
"8-я Текстильщиков улица 18, Москва, Россия, 109129",105,POINT (37.74767 55.70134)
"8-я Текстильщиков улица 19, Москва, Россия, 109129",6,POINT (37.74738 55.70205)
"Тенистый проезд 2 корп 1, Москва, Россия, 129329",204,POINT (37.63529 55.85868)
"Тенистый проезд 6, Москва, Россия, 129329",61,POINT (37.63773 55.85976)
"Тенистый проезд 8, Москва, Россия, 129329",84,POINT (37.64022 55.86113)
"Тенистый проезд 10 корп 1, Москва, Россия, 129329",32,POINT (37.64116 55.86172)
"Тенистый проезд 12, Москва, Россия, 129329",98,POINT (37.64205 55.86216)
"Тенистый проезд 14, Москва, Россия, 129329",96,POINT (37.64312 55.86276)
"Тепличный переулок 3, Москва, Россия, 123298",83,POINT (37.49555 55.78944)
"Тепличный переулок 4, Москва, Россия, 123298",565,POINT (37.49606 55.79022)
"Тепличный переулок 5, Москва, Россия, 123298",144,POINT (37.49503 55.79006)
"Тепличный переулок 7, Москва, Россия, 123298",144,POINT (37.49444 55.79157)
"Тепличный переулок 10, Москва, Россия, 123298",62,POINT (37.49544 55.79106)
