address_new,quarters_count,geometry
"Краснодарская улица 23, Москва, Россия, 109386",80,POINT (37.7516 55.67803)
"Краснодарская улица 27/13, Москва, Россия, 109386",58,POINT (37.75438 55.678)
"Краснодарская улица 28/15, Москва, Россия, 109386",48,POINT (37.75415 55.67735)
"Краснодарская улица 30, Москва, Россия, 109386",32,POINT (37.75469 55.67758)
"Краснодарская улица 32, Москва, Россия, 109386",32,POINT (37.75547 55.67748)
"Краснодарская улица 33, Москва, Россия, 109386",91,POINT (37.75639 55.67791)
"Краснодарская улица 34, Москва, Россия, 109386",48,POINT (37.75605 55.67722)
"Краснодарская улица 35, Москва, Россия, 109386",144,POINT (37.7576 55.67772)
"Краснодарская улица 38/20, Москва, Россия, 109386",164,POINT (37.758 55.67702)
"Краснодарская улица 44/13, Москва, Россия, 109386",80,POINT (37.75971 55.6767)
"Краснодарская улица 46, Москва, Россия, 109386",79,POINT (37.76046 55.6766)
"Краснодарская улица 48, Москва, Россия, 109386",68,POINT (37.7612 55.67653)
"Краснодарская улица 51 корп 2, Москва, Россия, 109559",204,POINT (37.76514 55.67708)
"Краснодарская улица 51 корп 3, Москва, Россия, 109559",144,POINT (37.76564 55.67815)
"Краснодарская улица 51 корп 4, Москва, Россия, 109559",215,POINT (37.76704 55.6786)
"Краснодарская улица 51 корп 5, Москва, Россия, 109559",98,POINT (37.76816 55.67828)
"Краснодарская улица 52, Москва, Россия, 109559",191,POINT (37.7683 55.67519)
"Краснодарская улица 55, Москва, Россия, 109559",111,POINT (37.77048 55.67688)
"Краснодарская улица 56, Москва, Россия, 109559",191,POINT (37.76971 55.67486)
"Краснодарская улица 57 корп 1, Москва, Россия, 109559",141,POINT (37.76716 55.67696)
"Краснодарская улица 57 корп 2, Москва, Россия, 109559",156,POINT (37.76864 55.67662)
"Краснодарская улица 57 корп 3, Москва, Россия, 109559",164,POINT (37.77041 55.67627)
"Краснодарская улица 58, Москва, Россия, 109559",95,POINT (37.77042 55.67447)
"Краснодарская улица 60, Москва, Россия, 109559",287,POINT (37.77073 55.67336)
"Краснодарская улица 65/18 корп 1, Москва, Россия, 109559",109,POINT (37.77239 55.67602)
"Краснодарская улица 65/18 корп 2, Москва, Россия, 109559",111,POINT (37.77215 55.67642)
"Краснодарская улица 72 корп 3, Москва, Россия, 109559",338,POINT (37.77924 55.6686)
"Краснодарская улица 74 корп 2, Москва, Россия, 109559",390,POINT (37.78085 55.66798)
"Краснодарская улица 76, Москва, Россия, 109469",221,POINT (37.78151 55.66681)
"Краснодарская улица 78, Москва, Россия, 109469",119,POINT (37.78298 55.6669)
"Краснодонская улица 1 корп 1, Москва, Россия, 109386",462,POINT (37.7543 55.68682)
"Краснодонская улица 2 корп 1, Москва, Россия, 109387",264,POINT (37.75227 55.68702)
"Краснодонская улица 2 корп 3, Москва, Россия, 109387",203,POINT (37.75108 55.68727)
"Краснодонская улица 3 корп 1, Москва, Россия, 109386",159,POINT (37.75244 55.68578)
"Краснодонская улица 3 корп 2, Москва, Россия, 109386",80,POINT (37.75339 55.68591)
"Краснодонская улица 3 корп 3, Москва, Россия, 109386",80,POINT (37.75417 55.68571)
"Краснодонская улица 4, Москва, Россия, 109387",80,POINT (37.74877 55.68314)
"Краснодонская улица 5 стр 1, Москва, Россия, 109386",80,POINT (37.75194 55.68468)
"Краснодонская улица 5 стр 2, Москва, Россия, 109386",80,POINT (37.75258 55.68452)
"Краснодонская улица 5 стр 3, Москва, Россия, 109386",60,POINT (37.75332 55.68512)
"Краснодонская улица 6, Москва, Россия, 109387",144,POINT (37.74869 55.68238)
"Краснодонская улица 10, Москва, Россия, 109387",111,POINT (37.74863 55.68169)
"Краснодонская улица 11, Москва, Россия, 109386",36,POINT (37.75057 55.68324)
"Краснодонская улица 12, Москва, Россия, 109387",110,POINT (37.74847 55.68138)
"Краснодонская улица 13 корп 2, Москва, Россия, 109386",71,POINT (37.74991 55.68152)
"Краснодонская улица 14 корп 1, Москва, Россия, 109387",100,POINT (37.74871 55.67913)
"Краснодонская улица 14 корп 2, Москва, Россия, 109387",80,POINT (37.74763 55.67947)
"Краснодонская улица 14 корп 3, Москва, Россия, 109387",80,POINT (37.74769 55.67862)
"Краснодонская улица 18/18, Москва, Россия, 109382",36,POINT (37.74853 55.67693)
"Краснодонская улица 19 корп 1, Москва, Россия, 109386",80,POINT (37.74982 55.68026)
"Краснодонская улица 20, Москва, Россия, 109382",56,POINT (37.74851 55.67619)
"Краснодонская улица 20 корп 2, Москва, Россия, 109382",106,POINT (37.74749 55.67651)
"Краснодонская улица 21 корп 1, Москва, Россия, 109386",104,POINT (37.74999 55.67959)
"Краснодонская улица 21 корп 2, Москва, Россия, 109386",77,POINT (37.75094 55.67963)
"Краснодонская улица 22, Москва, Россия, 109382",144,POINT (37.74777 55.67565)
"Краснодонская улица 23 корп 1, Москва, Россия, 109386",104,POINT (37.74996 55.67891)
"Краснодонская улица 23 корп 2, Москва, Россия, 109386",80,POINT (37.75091 55.67883)
"Краснодонская улица 24, Москва, Россия, 109382",220,POINT (37.74831 55.6744)
"Краснодонская улица 25, Москва, Россия, 109386",79,POINT (37.74972 55.67823)
"Краснодонская улица 27, Москва, Россия, 109382",143,POINT (37.74971 55.67653)
"Краснодонская улица 34, Москва, Россия, 109382",144,POINT (37.74856 55.67018)
"Краснодонская улица 34 корп 2, Москва, Россия, 109382",167,POINT (37.74734 55.66985)
"Краснодонская улица 36, Москва, Россия, 109382",143,POINT (37.74889 55.66947)
"Краснодонская улица 39, Москва, Россия, 109382",176,POINT (37.74953 55.67442)
"Краснодонская улица 42, Москва, Россия, 109382",167,POINT (37.74684 55.66784)
"Краснодонская улица 46, Москва, Россия, 109382",111,POINT (37.74891 55.66881)
"Краснодонская улица 49/17, Москва, Россия, 109382",80,POINT (37.74925 55.67162)
"Краснодонская улица 53, Москва, Россия, 109382",21,POINT (37.75019 55.66964)
"Красноказарменная площадь 1, Москва, Россия, 111033",301,POINT (37.68691 55.75877)
"Красноказарменная улица 2 стр 1, Москва, Россия, 111033",263,POINT (37.68699 55.76037)
"Красноказарменная площадь 1 стр 2, Москва, Россия, 111033",1,POINT (37.68765 55.75859)
"Красноказарменная улица 2 корп 1, Москва, Россия, 111033",41,POINT (37.69034 55.75994)
"Красноказарменная улица 2 корп 2, Москва, Россия, 111033",45,POINT (37.68995 55.75961)
"Красноказарменная улица 3, Москва, Россия, 111250",151,POINT (37.68925 55.76104)
"Красноказарменная улица 8, Москва, Россия, 111250",227,POINT (37.69599 55.75804)
"Красноказарменная улица 9, Москва, Россия, 111250",294,POINT (37.69773 55.75817)
"Красноказарменная улица 10, Москва, Россия, 111250",120,POINT (37.69782 55.75737)
"Красноказарменная улица 12 корп 1, Москва, Россия, 111250",32,POINT (37.69942 55.75671)
"Красноказарменная улица 12 корп 4, Москва, Россия, 111250",32,POINT (37.69794 55.75539)
"Красноказарменная улица 14А, Москва, Россия, 111250",1,POINT (37.70494 55.75263)
